Object ID,Launch Date,Mass (kg),Dimensions (m),Orbital Altitude (km),Orbital Inclination (degrees),Orbital Eccentricity,Velocity (km/s),Material Type,Collision Probability,Decay Date,Operational Status,Risk Factor,Region of Orbit
D8564,1988-08-16,7867.53,2.9x3.8x0.7,15609.05,29.07,0.0715,6.85,Aluminum,0.003,,Fragmented,Low,MEO
D8565,1967-07-24,4702.22,2.2x3.2x2.1,26681.69,33.0,0.0538,6.57,Aluminum,0.0829,,Active,Medium,MEO
D8566,2000-07-07,490.62,3.7x0.8x3.7,19357.09,136.43,0.0119,4.1,Polymer,0.0253,2036-04-16,Active,High,MEO
D8567,1992-03-01,8813.66,1.0x2.5x2.9,34615.09,157.48,0.0166,6.43,Polymer,0.0466,2006-07-07,Inactive,Medium,MEO
D8568,1960-02-07,1890.39,3.2x2.8x3.1,7420.83,18.37,0.0086,4.2,Polymer,0.0434,1981-08-01,Inactive,Low,MEO
D8569,1997-04-19,295.71,4.3x2.3x0.7,13205.55,126.44,0.0303,3.14,Steel,0.0512,,Fragmented,High,MEO
D8570,1998-08-18,8823.25,1.3x3.9x4.0,18427.97,98.01,0.0327,3.35,Composite,0.0409,2016-05-24,Active,Medium,MEO
D8571,1989-06-23,1647.12,0.5x2.0x4.9,38763.34,136.02,0.0687,6.49,Steel,0.021,1997-08-04,Active,Low,GEO
D8572,2024-04-08,8737.99,0.8x1.2x3.1,33887.44,90.75,0.0442,5.18,Steel,0.0259,1991-10-13,Inactive,Low,MEO
D8573,1976-05-06,2841.09,3.1x1.7x3.9,2450.89,115.19,0.0558,5.19,Aluminum,0.0618,1989-08-26,Active,Medium,MEO
D8574,2011-04-12,7648.52,2.6x4.6x4.1,36662.92,175.31,0.0095,6.04,Titanium,0.0703,,Active,High,GEO
D8575,1961-06-29,9960.84,0.8x2.5x3.7,8894.21,130.2,0.0572,5.51,Composite,0.0061,2034-09-27,Fragmented,Medium,MEO
D8576,2019-07-27,6389.19,0.8x4.1x1.6,2944.15,4.93,0.0269,3.12,Polymer,0.007,,Inactive,Low,MEO
D8577,2016-09-23,5786.23,2.2x1.9x0.3,1216.35,66.72,0.0834,3.3,Steel,0.0513,1962-04-12,Fragmented,Medium,LEO
D8578,1998-04-30,1815.61,3.7x0.3x1.9,39837.17,57.27,0.0394,2.95,Polymer,0.0347,2002-10-07,Fragmented,High,GEO
D8579,1981-08-16,6423.5,1.3x3.8x1.9,930.93,50.71,0.0266,4.06,Titanium,0.0968,2027-02-04,Inactive,Low,LEO
D8580,1971-01-05,1201.43,2.0x1.0x4.0,27239.52,103.63,0.032,6.2,Titanium,0.0178,1992-09-15,Fragmented,Medium,MEO
D8581,1965-02-15,301.33,1.4x0.7x0.9,8042.35,121.87,0.0106,6.51,Steel,0.0933,2039-06-15,Inactive,Low,MEO
D8582,1994-08-25,1861.84,0.5x3.1x1.4,3038.79,72.51,0.0204,4.29,Steel,0.0512,2021-05-11,Active,Medium,MEO
D8583,2012-04-05,5767.06,1.9x1.7x0.8,32447.45,158.0,0.0419,3.13,Polymer,0.041,2050-10-27,Inactive,High,MEO
D8584,1979-08-07,2185.3,3.6x2.6x0.2,14585.96,132.46,0.0855,7.44,Steel,0.061,2010-07-09,Active,Low,MEO
D8585,2001-09-15,9194.46,4.5x4.3x4.6,9454.44,120.97,0.0242,3.16,Steel,0.0446,2043-11-22,Active,Low,MEO
D8586,1972-10-21,6883.3,1.7x1.0x1.4,27806.76,16.29,0.0165,6.7,Polymer,0.0681,2051-08-28,Active,Medium,MEO
D8587,1964-11-28,7678.48,4.7x1.4x3.8,24388.22,46.84,0.0121,2.28,Titanium,0.0527,1967-09-20,Active,Medium,MEO
D8588,1986-03-29,1076.31,1.3x2.4x3.2,13880.21,39.1,0.0086,2.44,Steel,0.0483,1982-01-11,Fragmented,Low,MEO
D8589,2001-07-09,5305.43,0.5x0.4x2.9,16816.97,35.39,0.0682,4.24,Polymer,0.0574,2045-03-15,Active,Medium,MEO
D8590,2023-11-15,1272.24,0.6x3.0x2.5,18184.89,103.13,0.0944,2.59,Polymer,0.0102,,Active,Medium,MEO
D8591,1963-12-20,475.1,3.5x3.2x1.2,7363.73,64.82,0.065,5.17,Aluminum,0.0959,2033-11-15,Active,High,MEO
D8592,2006-06-05,1849.95,0.7x2.5x4.4,6299.46,88.09,0.0899,7.67,Aluminum,0.0061,1983-06-05,Inactive,Medium,MEO
D8593,2001-02-02,5049.98,1.3x4.1x5.0,35329.52,167.71,0.0963,6.16,Steel,0.0741,2037-05-13,Inactive,Medium,MEO
D8594,2004-10-24,4207.63,3.0x4.3x4.8,28041.63,142.93,0.0706,5.9,Steel,0.0192,2044-12-25,Fragmented,Low,MEO
D8595,1983-07-30,9691.33,2.0x1.1x1.5,39211.21,99.63,0.0337,3.5,Aluminum,0.0292,1972-11-13,Fragmented,Medium,GEO
D8596,1972-09-28,2056.63,2.3x3.0x2.3,18613.59,102.12,0.0794,4.02,Titanium,0.0152,2039-11-29,Active,High,MEO
D8597,1983-05-20,9336.51,2.1x3.8x2.6,18764.79,42.19,0.0866,3.96,Titanium,0.0501,1963-12-08,Inactive,High,MEO
D8598,1966-05-18,2794.28,4.6x1.2x5.0,38858.39,69.97,0.0014,6.09,Titanium,0.0746,1972-07-18,Active,Low,GEO
D8599,1964-11-25,8448.22,0.4x1.3x1.2,35046.53,6.37,0.0313,2.13,Titanium,0.0524,,Inactive,Low,MEO
D8600,1989-04-02,2789.19,1.8x0.7x2.7,14039.31,33.49,0.0583,4.0,Polymer,0.0648,2033-01-18,Inactive,Low,MEO
D8601,1981-09-23,1472.56,0.1x2.9x3.5,31668.71,43.71,0.096,3.57,Steel,0.0267,1995-09-11,Inactive,Medium,MEO
D8602,2009-11-21,6140.4,3.8x0.5x3.2,10829.05,178.58,0.0367,7.32,Titanium,0.0677,2023-11-13,Active,Low,MEO
D8603,1975-09-19,1094.14,2.8x2.7x2.1,18031.65,145.79,0.0693,6.84,Titanium,0.0251,2047-06-21,Fragmented,Medium,MEO
D8604,2017-04-19,622.07,4.7x4.4x0.6,5358.15,8.41,0.0025,6.4,Steel,0.0171,1958-08-15,Active,Low,MEO
D8605,2020-10-07,672.62,3.5x3.8x1.7,11426.09,43.17,0.0445,7.71,Aluminum,0.0351,,Active,High,MEO
D8606,1959-03-03,1144.99,3.9x1.6x1.7,16535.79,125.74,0.0316,2.68,Steel,0.0181,2015-07-11,Inactive,Low,MEO
D8607,1978-06-18,9162.12,4.5x1.9x4.5,24887.34,12.23,0.0634,2.14,Titanium,0.0132,,Inactive,High,MEO
D8608,2005-02-12,1328.26,2.5x4.3x2.5,5899.85,74.14,0.0979,5.26,Titanium,0.0716,1959-01-19,Inactive,High,MEO
D8609,1958-03-03,124.37,4.9x3.5x0.7,4852.86,35.72,0.0492,2.78,Composite,0.0632,1960-08-25,Inactive,Low,MEO
D8610,1966-03-28,3856.12,4.4x4.0x0.5,6518.33,149.79,0.0458,7.31,Titanium,0.0157,2023-11-25,Active,Low,MEO
D8611,2008-08-01,3648.11,2.7x5.0x0.2,12588.91,124.92,0.063,4.57,Polymer,0.0711,1966-07-16,Fragmented,High,MEO
D8612,1979-11-11,1930.01,3.2x1.9x0.6,37180.6,27.75,0.0698,3.8,Steel,0.0009,1978-07-24,Inactive,High,GEO
D8613,1962-11-22,5944.12,3.3x0.5x0.3,21238.61,149.5,0.0794,7.16,Steel,0.0343,1991-09-16,Fragmented,Low,MEO
D8614,2023-11-12,214.61,3.7x1.1x2.1,32409.27,124.36,0.029,2.65,Polymer,0.0412,2030-11-21,Inactive,Medium,MEO
D8615,1971-05-05,8194.85,1.1x4.4x1.5,34008.89,174.97,0.0513,3.39,Aluminum,0.0664,2010-11-14,Active,High,MEO
D8616,1974-08-22,1522.96,3.9x3.2x4.1,12245.55,177.77,0.0086,6.59,Steel,0.0821,2038-04-23,Fragmented,Low,MEO
D8617,1986-07-31,4020.3,0.7x3.7x1.0,8439.08,11.63,0.017,2.68,Titanium,0.0656,2052-04-25,Active,Low,MEO
D8618,1964-12-07,7259.94,2.1x3.9x0.5,26022.38,108.87,0.0973,7.39,Titanium,0.0138,2051-08-04,Fragmented,Low,MEO
D8619,1958-04-14,8718.22,4.7x4.4x1.6,15022.2,31.04,0.0352,4.61,Aluminum,0.0296,2014-01-13,Active,Low,MEO
D8620,2001-07-12,3301.2,2.5x2.6x1.4,16389.98,13.91,0.0298,3.43,Composite,0.0465,2037-03-05,Active,High,MEO
D8621,2009-07-03,4431.47,2.2x2.4x4.1,23993.82,44.79,0.0796,3.63,Polymer,0.0812,,Inactive,Medium,MEO
D8622,2008-09-04,5333.66,4.5x4.0x1.3,37578.24,153.67,0.0695,6.05,Aluminum,0.0103,2023-10-10,Active,Medium,GEO
D8623,2010-11-19,3861.98,1.0x0.5x1.6,7091.15,15.97,0.0594,4.41,Polymer,0.0753,2015-09-11,Inactive,High,MEO
D8624,1962-12-30,6640.07,0.4x3.4x4.5,35202.75,90.05,0.0124,2.98,Polymer,0.0827,,Fragmented,High,MEO
D8625,1976-08-31,3109.51,0.9x1.4x0.8,7564.38,64.24,0.0433,7.31,Aluminum,0.0108,2043-03-08,Active,Medium,MEO
D8626,1957-12-29,1815.73,3.0x3.0x4.0,12005.63,47.93,0.012,7.93,Steel,0.0717,,Fragmented,Low,MEO
D8627,1973-03-22,6015.53,1.3x3.4x3.9,6489.18,39.27,0.0424,2.61,Aluminum,0.049,,Fragmented,High,MEO
D8628,1966-01-27,5211.27,3.4x4.3x1.7,3459.13,50.95,0.0846,5.13,Titanium,0.0208,,Fragmented,Low,MEO
D8629,1970-04-10,7446.88,2.2x0.4x0.9,19224.3,109.23,0.0024,5.04,Polymer,0.027,2014-01-15,Active,High,MEO
D8630,1985-06-11,8413.94,2.7x4.8x0.6,35155.94,67.38,0.0202,7.18,Composite,0.0432,2045-12-27,Fragmented,High,MEO
D8631,1974-02-10,4637.65,0.1x2.3x4.4,17791.42,96.2,0.0613,3.82,Composite,0.0049,2047-06-26,Active,Low,MEO
D8632,2014-05-23,4944.52,0.1x0.5x1.6,6614.93,24.05,0.0785,7.67,Steel,0.0583,1996-05-12,Fragmented,Low,MEO
D8633,1998-11-05,9404.43,2.9x2.7x3.4,32048.65,70.12,0.0465,3.95,Steel,0.0623,2023-06-24,Active,Low,MEO
D8634,1999-10-07,8217.05,0.9x1.5x4.5,32489.96,2.0,0.0305,5.26,Titanium,0.0261,,Fragmented,Medium,MEO
D8635,2022-07-14,97.5,2.9x1.1x3.9,21692.32,35.2,0.0807,6.94,Steel,0.0473,1974-01-09,Fragmented,Medium,MEO
D8636,1970-11-10,507.34,1.5x2.0x2.6,28164.07,29.15,0.0305,4.13,Polymer,0.037,,Active,Low,MEO
D8637,2004-08-09,8310.61,2.2x3.0x4.8,27852.34,76.0,0.0253,7.84,Polymer,0.0352,1966-10-27,Fragmented,High,MEO
D8638,1976-11-18,4346.54,0.4x1.9x2.1,5970.0,102.06,0.0956,6.74,Composite,0.085,2041-11-05,Active,High,MEO
D8639,2013-11-01,2034.13,4.8x4.7x2.3,16485.56,33.59,0.0489,7.41,Titanium,0.0128,1968-04-06,Inactive,High,MEO
D8640,2007-07-25,9937.07,0.7x0.7x1.6,30806.64,60.57,0.0284,2.95,Aluminum,0.057,2030-12-13,Fragmented,Medium,MEO
D8641,1960-03-11,8920.05,4.9x0.5x2.9,33481.23,63.66,0.0826,2.38,Composite,0.0751,2006-09-14,Inactive,High,MEO
D8642,2003-09-14,7925.08,4.2x3.5x4.8,1732.74,51.48,0.0341,7.2,Titanium,0.0594,1971-06-20,Active,High,LEO
D8643,1995-08-30,4895.49,2.5x3.5x1.6,12791.0,66.84,0.0879,5.13,Titanium,0.0414,2040-07-18,Fragmented,Low,MEO
D8644,1983-08-17,3434.95,4.9x2.8x4.4,35250.72,81.37,0.0342,7.62,Steel,0.0905,2007-05-29,Inactive,Medium,MEO
D8645,1998-08-10,118.58,0.6x3.2x2.5,14648.43,67.07,0.0841,6.1,Titanium,0.0924,2051-04-04,Active,Medium,MEO
D8646,2016-10-28,3895.36,2.1x0.9x2.2,34351.14,169.64,0.0665,6.69,Aluminum,0.0979,1998-12-23,Active,Medium,MEO
D8647,2008-08-08,8298.11,2.6x4.1x1.3,19449.78,111.58,0.0741,7.31,Aluminum,0.0896,2005-10-11,Active,Medium,MEO
D8648,1969-08-25,2316.15,4.6x1.4x2.2,5969.54,167.75,0.0336,3.39,Titanium,0.0388,2025-03-07,Active,High,MEO
D8649,1984-12-11,7801.23,1.8x0.1x2.6,5388.36,169.3,0.076,5.11,Titanium,0.0754,1988-06-22,Active,Medium,MEO
D8650,2020-07-17,694.51,2.7x0.4x1.4,20617.88,165.13,0.0796,2.31,Aluminum,0.0361,2049-11-18,Active,Medium,MEO
D8651,2021-03-26,7181.39,3.6x3.2x4.3,5136.96,93.32,0.0906,7.07,Titanium,0.0979,1977-03-22,Fragmented,Medium,MEO
D8652,1992-04-27,9025.26,0.2x1.4x0.9,8256.43,27.97,0.0149,4.17,Steel,0.0891,1960-10-17,Fragmented,Low,MEO
D8653,1980-01-25,9036.52,4.1x2.6x0.7,35023.87,124.56,0.0675,6.27,Composite,0.0008,1959-03-04,Active,Low,MEO
D8654,1973-01-09,3087.15,3.2x0.6x2.3,36829.67,117.64,0.077,3.74,Polymer,0.053,1983-06-04,Fragmented,High,GEO
D8655,1981-08-14,405.19,3.7x1.7x4.7,28292.73,148.13,0.0198,5.97,Aluminum,0.0235,2006-06-06,Fragmented,High,MEO
D8656,1982-12-31,7969.66,2.6x3.8x0.9,38632.79,123.47,0.0541,2.41,Polymer,0.0955,1981-05-14,Fragmented,Medium,GEO
D8657,1965-03-03,6921.68,2.2x3.3x3.2,9781.27,24.11,0.0538,2.4,Aluminum,0.0075,,Active,Low,MEO
D8658,1986-08-24,4546.0,1.0x4.7x0.6,10756.12,2.34,0.0519,4.95,Steel,0.0965,,Inactive,Low,MEO
D8659,2019-09-13,3471.12,2.6x1.1x2.6,9669.97,96.07,0.0313,4.19,Composite,0.0604,1963-06-04,Inactive,Low,MEO
D8660,1996-09-15,2823.1,1.3x4.6x0.9,12403.63,124.32,0.0888,5.9,Composite,0.0515,1962-04-26,Fragmented,High,MEO
D8661,1992-09-26,9296.44,2.2x1.5x4.0,21005.81,7.92,0.0039,3.3,Composite,0.0001,2045-04-05,Fragmented,Medium,MEO
D8662,1964-05-27,500.13,2.3x0.6x3.1,12571.03,144.38,0.0817,2.1,Composite,0.0265,1984-04-15,Fragmented,Low,MEO
D8663,1961-05-27,1707.84,2.2x1.1x4.9,587.99,115.41,0.071,4.97,Aluminum,0.0837,2015-03-13,Fragmented,High,LEO
D8664,2000-08-12,902.33,2.1x1.2x3.4,33131.64,179.24,0.0296,4.68,Polymer,0.0806,2043-06-17,Active,High,MEO
D8665,1987-06-25,2974.97,2.5x2.1x1.4,27502.86,93.01,0.0757,3.6,Polymer,0.0742,2042-10-24,Active,Low,MEO
D8666,2003-08-23,1236.34,3.3x0.2x0.6,6460.68,86.63,0.0915,4.35,Polymer,0.0954,2052-03-24,Active,Medium,MEO
D8667,1963-05-17,7957.53,5.0x1.7x3.7,29610.67,37.49,0.049,6.55,Aluminum,0.0995,,Active,High,MEO
D8668,1992-10-19,5326.25,2.4x4.3x2.8,11032.16,95.21,0.0711,7.11,Steel,0.0362,1975-09-17,Active,Low,MEO
D8669,1987-06-09,9428.29,3.9x4.9x2.9,11973.37,39.76,0.0421,3.71,Titanium,0.047,1974-07-15,Active,High,MEO
D8670,1962-03-26,6166.74,2.8x3.2x0.4,35331.23,32.94,0.0331,7.27,Aluminum,0.0578,2045-09-20,Fragmented,High,MEO
D8671,2012-12-16,8227.89,3.3x2.5x3.5,7831.7,139.59,0.0984,2.4,Composite,0.0586,2029-01-29,Inactive,High,MEO
D8672,1966-04-21,5031.29,2.9x1.9x3.4,36378.94,21.21,0.0079,6.67,Aluminum,0.0825,2027-10-03,Active,Low,GEO
D8673,1998-12-30,9934.36,4.8x2.5x1.0,28326.86,3.19,0.0347,2.61,Aluminum,0.0866,2009-01-08,Active,Medium,MEO
D8674,1963-12-03,6761.44,0.5x2.2x4.9,21662.12,102.2,0.0777,6.17,Polymer,0.0023,1964-08-01,Inactive,Medium,MEO
D8675,1982-11-02,1715.28,2.2x3.1x1.7,36333.75,95.91,0.0861,4.65,Titanium,0.0922,2034-04-26,Active,Medium,GEO
D8676,2009-09-20,6775.13,1.3x4.5x0.7,31643.39,161.89,0.0028,3.07,Polymer,0.0788,1982-08-06,Inactive,Medium,MEO
D8677,1971-05-30,175.53,4.8x1.7x3.8,14370.56,149.65,0.0963,5.07,Polymer,0.0631,,Active,Medium,MEO
D8678,1999-12-21,194.62,4.4x3.1x4.7,25474.77,66.49,0.0494,7.55,Polymer,0.0689,,Fragmented,Low,MEO
D8679,2011-03-23,889.34,2.9x0.3x4.1,6467.05,108.6,0.006,7.92,Polymer,0.0545,,Inactive,Low,MEO
D8680,1965-04-17,219.34,1.3x4.4x0.5,14292.36,73.8,0.0167,5.55,Polymer,0.0487,1964-06-19,Inactive,Low,MEO
D8681,2022-10-12,9315.09,4.0x3.9x0.3,10578.53,115.11,0.0632,7.25,Titanium,0.0107,1985-05-18,Fragmented,High,MEO
D8682,1973-08-14,6495.62,2.5x4.1x4.1,4257.41,68.03,0.0302,2.26,Titanium,0.0034,,Fragmented,Low,MEO
D8683,2014-04-18,5492.45,0.3x0.3x3.7,23325.17,86.94,0.0438,5.12,Aluminum,0.0465,,Active,High,MEO
D8684,2013-04-10,6630.26,2.6x3.2x2.0,17765.62,164.24,0.0721,6.44,Aluminum,0.0719,2012-10-18,Fragmented,High,MEO
D8685,1959-03-28,6400.66,2.4x1.8x4.4,33827.05,118.27,0.0639,7.78,Aluminum,0.0752,1983-01-28,Fragmented,High,MEO
D8686,1983-11-25,6421.48,5.0x4.2x1.8,37376.1,78.2,0.0432,2.06,Composite,0.0342,2027-11-19,Active,Medium,GEO
D8687,1982-03-09,394.46,3.5x3.0x2.3,6995.37,61.76,0.0693,5.76,Titanium,0.0734,1961-11-07,Active,High,MEO
D8688,2017-09-06,7732.46,1.4x2.1x2.1,12466.6,116.27,0.0399,3.25,Titanium,0.0246,1978-05-11,Inactive,Medium,MEO
D8689,1974-11-13,2533.36,0.8x3.9x4.6,11388.28,95.26,0.0851,3.77,Titanium,0.0937,1983-07-30,Fragmented,Medium,MEO
D8690,1984-04-19,3274.24,1.1x3.6x1.0,1932.34,171.54,0.0054,2.62,Aluminum,0.0509,2038-05-05,Fragmented,High,LEO
D8691,1993-12-02,6111.71,0.8x0.9x4.1,19764.29,170.38,0.0542,7.52,Polymer,0.0429,1971-05-10,Inactive,High,MEO
D8692,1989-01-28,2489.31,4.7x2.2x1.0,5177.78,70.64,0.006,5.22,Composite,0.0615,2023-02-18,Active,Low,MEO
D8693,2002-04-30,4746.81,2.0x3.8x4.1,37629.82,173.83,0.0654,7.12,Steel,0.0481,,Active,Medium,GEO
D8694,1977-12-30,1154.71,2.5x3.1x2.8,30897.29,141.21,0.0055,7.26,Aluminum,0.0438,1962-10-31,Fragmented,High,MEO
D8695,2006-11-07,6600.01,0.4x0.1x1.8,29497.71,61.59,0.0322,5.96,Aluminum,0.0128,,Inactive,Low,MEO
D8696,1967-03-16,4966.64,4.4x2.7x1.9,4098.62,31.23,0.0339,7.05,Steel,0.0369,,Inactive,Medium,MEO
D8697,1989-11-05,7479.2,4.3x4.6x0.4,2343.74,128.58,0.0823,7.56,Polymer,0.065,1968-05-19,Active,Low,MEO
D8698,2001-11-13,1923.78,2.2x1.3x4.8,17413.51,127.6,0.0823,7.86,Steel,0.0281,2002-03-04,Inactive,Medium,MEO
D8699,1984-03-29,3647.87,3.5x3.5x3.3,30589.01,153.86,0.054,2.82,Polymer,0.0544,1988-03-08,Active,Medium,MEO
D8700,1964-04-23,4485.47,4.7x3.1x4.6,8314.43,120.76,0.0259,5.34,Steel,0.0432,2004-05-31,Inactive,Low,MEO
D8701,1975-04-11,2887.04,0.2x1.1x3.1,31783.84,142.71,0.0055,3.36,Aluminum,0.0577,,Fragmented,High,MEO
D8702,1969-07-06,4729.22,0.2x1.2x0.8,36778.98,59.55,0.0685,3.51,Titanium,0.0552,2039-07-13,Inactive,High,GEO
D8703,2005-03-04,9057.29,1.5x2.7x4.6,15633.47,104.88,0.0624,6.14,Polymer,0.0885,,Fragmented,High,MEO
D8704,1992-08-25,9455.04,4.6x3.8x3.2,11661.04,41.85,0.0444,4.54,Composite,0.0622,2015-11-10,Fragmented,Medium,MEO
D8705,1988-02-11,4037.29,3.2x4.3x4.8,27939.52,84.85,0.0187,4.02,Polymer,0.0235,2018-03-15,Inactive,Medium,MEO
D8706,1984-11-29,4120.3,3.1x3.2x2.3,10004.02,77.63,0.0044,4.66,Composite,0.0449,1959-04-08,Inactive,Low,MEO
D8707,1966-08-16,5473.63,3.9x4.2x4.8,29406.69,112.38,0.0275,3.39,Steel,0.0293,1974-05-05,Inactive,High,MEO
D8708,2024-06-22,442.5,3.3x2.3x2.3,3049.6,78.87,0.0302,6.04,Composite,0.0094,2037-01-24,Inactive,Low,MEO
D8709,1990-09-18,5081.33,2.6x4.1x0.4,1351.58,151.16,0.0435,6.37,Titanium,0.0225,1977-12-08,Fragmented,Low,LEO
D8710,2003-08-28,2064.78,3.6x2.4x3.6,32718.63,176.75,0.0695,5.91,Titanium,0.0833,1972-02-15,Inactive,High,MEO
D8711,1977-07-01,2344.13,2.8x4.5x2.4,36237.58,37.43,0.0947,2.22,Aluminum,0.0078,,Fragmented,High,GEO
D8712,1960-06-12,371.34,4.4x0.3x3.3,5247.55,125.29,0.0946,6.31,Titanium,0.0579,2043-10-25,Fragmented,High,MEO
D8713,2019-03-02,3864.18,1.4x1.2x1.8,35979.2,175.87,0.0729,5.0,Polymer,0.023,2052-04-27,Inactive,High,GEO
D8714,1981-06-15,5741.71,4.1x4.1x4.4,1593.62,69.78,0.083,5.65,Steel,0.074,1995-10-01,Fragmented,High,LEO
D8715,2016-11-28,5704.84,2.7x3.2x3.0,30711.64,77.33,0.0364,3.5,Titanium,0.0063,,Active,Low,MEO
D8716,1968-07-16,4872.42,4.8x5.0x4.7,4200.22,127.53,0.0747,3.17,Aluminum,0.0411,1961-02-09,Active,Medium,MEO
D8717,2017-06-30,3467.2,4.3x2.6x3.0,11534.56,139.56,0.0346,7.52,Composite,0.012,2036-03-28,Active,Low,MEO
D8718,1962-11-04,6786.04,2.2x1.5x0.2,3327.24,123.13,0.0549,7.34,Aluminum,0.0267,,Fragmented,Medium,MEO
D8719,2021-11-22,6186.35,3.9x3.3x1.9,32530.41,118.46,0.0954,5.51,Polymer,0.0706,1980-01-24,Active,Medium,MEO
D8720,1993-04-25,2293.89,0.5x1.4x3.1,34047.52,74.79,0.0852,7.8,Aluminum,0.074,2014-07-16,Inactive,Low,MEO
D8721,1967-02-19,5056.21,0.2x2.5x2.3,34519.29,2.42,0.0209,2.96,Titanium,0.0713,,Active,Medium,MEO
D8722,1997-11-12,7888.63,4.7x0.5x3.4,30534.47,18.09,0.0987,3.79,Composite,0.0999,,Inactive,High,MEO
D8723,1958-01-06,2144.72,1.6x1.6x4.1,33943.02,50.64,0.071,7.74,Polymer,0.0977,1959-05-05,Active,Low,MEO
D8724,1985-03-01,7156.0,1.6x1.0x2.2,13133.24,122.82,0.0224,5.61,Titanium,0.0885,,Active,Low,MEO
D8725,2005-08-12,8998.5,1.5x2.1x1.6,39111.93,39.72,0.013,7.58,Titanium,0.0738,,Inactive,High,GEO
D8726,1986-04-20,9434.3,0.1x0.8x1.8,2177.25,16.04,0.0678,4.83,Aluminum,0.0762,1960-10-05,Active,High,MEO
D8727,2014-03-25,723.86,1.8x4.9x3.3,13305.05,118.97,0.0366,5.35,Steel,0.0658,,Fragmented,Medium,MEO
D8728,2007-05-01,7389.81,2.5x4.0x0.3,32626.45,78.22,0.0311,7.72,Aluminum,0.054,,Inactive,Medium,MEO
D8729,1990-12-21,1189.24,4.7x4.6x1.0,21348.53,112.73,0.0977,6.41,Titanium,0.0162,1970-03-30,Active,Medium,MEO
D8730,1976-08-05,1956.34,2.3x4.5x3.3,34403.23,172.65,0.0347,7.58,Aluminum,0.0021,2032-07-28,Inactive,Medium,MEO
D8731,2014-07-08,642.45,1.3x1.7x3.9,28387.47,20.94,0.0875,7.54,Steel,0.006,2048-02-17,Fragmented,Medium,MEO
D8732,1965-08-11,1842.96,0.6x3.6x2.7,36097.28,149.9,0.0442,2.98,Aluminum,0.0631,2019-05-18,Active,Low,GEO
D8733,2022-08-16,2344.8,0.4x0.9x0.6,30313.76,75.34,0.0613,5.88,Polymer,0.0752,2044-04-12,Fragmented,Low,MEO
D8734,1992-06-11,2326.45,2.0x3.9x0.3,39748.19,159.58,0.0273,7.17,Titanium,0.0251,2049-02-08,Inactive,Medium,GEO
D8735,1969-04-24,3968.6,3.6x4.9x2.3,21015.11,141.57,0.0856,2.83,Aluminum,0.0292,,Active,Low,MEO
D8736,2024-09-10,4624.24,2.5x4.4x2.5,8308.48,85.88,0.0305,6.78,Aluminum,0.0534,1965-08-30,Active,High,MEO
D8737,2010-05-05,8505.18,3.9x2.9x2.8,2077.05,177.78,0.0032,4.35,Titanium,0.0282,2046-04-29,Inactive,Medium,MEO
D8738,1962-05-15,7304.34,1.9x0.8x4.6,14544.17,167.24,0.0891,6.53,Polymer,0.0579,2009-01-23,Inactive,High,MEO
D8739,1988-10-23,1534.48,4.1x4.2x3.5,2841.88,93.76,0.0669,6.37,Polymer,0.0854,2008-07-03,Fragmented,Medium,MEO
D8740,1985-06-05,8437.13,2.3x3.3x0.2,11934.23,89.06,0.0621,2.79,Steel,0.0656,2032-01-03,Fragmented,Low,MEO
D8741,2015-11-11,6746.95,3.5x3.4x1.9,29677.33,59.69,0.0533,5.99,Steel,0.0782,1985-12-08,Active,High,MEO
D8742,1986-01-03,2342.72,1.5x0.2x0.4,6350.18,58.34,0.0357,3.73,Aluminum,0.0604,2015-06-17,Active,Low,MEO
D8743,1967-10-29,7908.7,0.4x3.1x3.9,3011.98,157.61,0.0169,7.47,Titanium,0.0189,2027-02-07,Fragmented,Medium,MEO
D8744,1977-06-11,7624.02,2.8x5.0x0.5,5907.23,23.98,0.0549,6.36,Aluminum,0.0681,,Inactive,Low,MEO
D8745,1960-06-23,4867.58,4.1x1.5x4.7,10616.82,21.72,0.0467,3.37,Aluminum,0.0878,1973-10-08,Active,Low,MEO
D8746,1987-11-20,5271.6,0.7x1.4x4.4,22100.63,23.46,0.0282,2.63,Aluminum,0.0285,2017-01-23,Inactive,Medium,MEO
D8747,1990-03-08,6980.06,3.7x2.8x2.0,23480.17,136.28,0.0945,4.01,Polymer,0.0384,,Fragmented,High,MEO
D8748,2003-06-25,6713.61,3.2x3.4x3.7,20709.58,177.74,0.0769,5.0,Steel,0.0491,2035-03-23,Active,Low,MEO
D8749,2017-01-13,3851.76,2.9x4.7x2.4,37865.35,161.15,0.042,5.52,Steel,0.0047,1992-12-21,Active,High,GEO
D8750,1980-05-08,6620.05,2.2x0.2x4.4,12074.54,54.64,0.052,5.65,Composite,0.0789,1995-04-11,Fragmented,High,MEO
D8751,1977-08-13,961.4,4.6x1.6x2.5,34513.79,1.14,0.0742,2.65,Composite,0.0525,2040-08-10,Active,High,MEO
D8752,1983-01-08,5439.86,3.9x1.5x0.8,14851.29,93.7,0.0983,3.69,Steel,0.035,1961-07-03,Inactive,Low,MEO
D8753,1986-03-19,4132.94,2.7x1.2x4.0,15442.72,101.84,0.0739,3.79,Aluminum,0.0408,,Active,Medium,MEO
